TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
POR,10/21/17,POR @ MIL,L,240,110,34,81,.420,11,28,.393,31,35,.886,13,29,42,18,10,6,16,22,-3
LAC,10/21/17,LAC vs. PHX,W,240,130,48,88,.545,12,26,.462,22,30,.733,10,42,52,26,12,2,12,32,42
DET,10/21/17,DET @ NYK,W,240,111,44,91,.484,9,30,.300,14,15,.933,15,28,43,21,5,2,12,25,4
GSW,10/21/17,GSW @ MEM,L,240,101,33,84,.393,12,38,.316,23,27,.852,12,34,46,20,10,7,17,28,-10
ORL,10/21/17,ORL @ CLE,W,240,114,40,90,.444,17,35,.486,17,20,.850,12,38,50,28,7,6,12,28,21
MEM,10/21/17,MEM vs. GSW,W,240,111,36,77,.468,10,27,.370,29,37,.784,6,34,40,20,8,4,14,25,10
MIA,10/21/17,MIA vs. IND,W,240,112,45,87,.517,14,34,.412,8,14,.571,6,39,45,24,6,11,14,19,4
NYK,10/21/17,NYK vs. DET,L,240,107,37,81,.457,8,30,.267,25,31,.806,12,27,39,20,6,2,12,21,-4
PHI,10/21/17,PHI @ TOR,L,240,94,32,82,.390,8,24,.333,22,36,.611,8,33,41,18,5,4,20,26,-34
OKC,10/21/17,OKC @ UTA,L,240,87,32,78,.410,11,33,.333,12,19,.632,8,30,38,15,14,4,17,16,-9
CLE,10/21/17,CLE vs. ORL,L,240,93,33,86,.384,7,25,.280,20,27,.741,11,33,44,15,4,7,16,14,-21
UTA,10/21/17,UTA vs. OKC,W,240,96,38,77,.494,9,29,.310,11,14,.786,7,34,41,22,11,4,18,21,9
LAL,10/22/17,LAL vs. NOP,L,240,112,44,90,.489,9,27,.333,15,20,.750,9,29,38,27,7,6,17,24,-7
OKC,10/22/17,OKC vs. MIN,L,240,113,46,96,.479,11,31,.355,10,16,.625,9,27,36,26,9,6,11,22,-2
ATL,10/22/17,ATL @ BKN,L,240,104,32,94,.340,7,27,.259,33,36,.917,16,32,48,21,6,2,16,25,-12
BKN,10/22/17,BKN vs. ATL,W,240,116,41,87,.471,11,27,.407,23,34,.676,13,38,51,27,12,8,18,27,12
NOP,10/22/17,NOP @ LAL,W,240,119,47,83,.566,10,32,.313,15,21,.714,6,36,42,26,14,5,18,20,7
MIN,10/22/17,MIN @ OKC,W,240,115,43,86,.500,10,25,.400,19,23,.826,10,35,45,25,5,1,17,17,2
WAS,10/23/17,WAS @ DEN,W,240,109,37,84,.440,9,30,.300,26,28,.929,10,28,38,24,13,3,15,24,5
TOR,10/23/17,TOR @ SAS,L,240,97,34,80,.425,10,37,.270,19,24,.792,5,29,34,17,11,4,14,30,-4
PHI,10/23/17,PHI @ DET,W,240,97,35,75,.467,9,24,.375,18,24,.750,8,41,49,25,11,0,21,24,11
MIL,10/23/17,MIL vs. CHA,W,240,103,40,85,.471,9,26,.346,14,16,.875,5,37,42,24,8,4,13,27,9
SAC,10/23/17,SAC @ PHX,L,240,115,43,99,.434,9,22,.409,20,29,.690,13,24,37,19,13,2,9,25,-2
DAL,10/23/17,DAL vs. GSW,L,240,103,38,96,.396,9,29,.310,18,30,.600,14,28,42,21,11,0,12,20,-30
PHX,10/23/17,PHX vs. SAC,W,240,117,42,77,.545,10,30,.333,23,27,.852,6,39,45,20,6,5,20,25,2
CHA,10/23/17,CHA @ MIL,L,240,94,33,78,.423,7,26,.269,21,36,.583,10,38,48,17,3,5,14,21,-9
MIA,10/23/17,MIA vs. ATL,W,240,104,39,85,.459,14,37,.378,12,18,.667,10,31,41,21,12,6,19,19,11
SAS,10/23/17,SAS vs. TOR,W,240,101,40,90,.444,5,20,.250,16,23,.696,18,37,55,19,4,12,20,22,4
DEN,10/23/17,DEN vs. WAS,L,240,104,39,80,.488,8,23,.348,18,23,.783,9,35,44,27,5,2,23,22,-5
ATL,10/23/17,ATL @ MIA,L,240,93,36,76,.474,7,17,.412,14,18,.778,6,35,41,14,9,1,20,17,-11
GSW,10/23/17,GSW @ DAL,W,240,133,48,86,.558,15,39,.385,22,26,.846,10,40,50,33,6,8,16,23,30
DET,10/23/17,DET vs. PHI,L,240,86,33,85,.388,6,30,.200,14,19,.737,9,30,39,14,5,2,14,21,-11
MEM,10/23/17,MEM @ HOU,W,240,98,29,68,.426,6,19,.316,34,37,.919,3,35,38,16,5,2,12,21,8
HOU,10/23/17,HOU vs. MEM,L,240,90,32,77,.416,9,38,.237,17,23,.739,9,30,39,25,5,2,16,31,-8
NOP,10/24/17,NOP @ POR,L,240,93,30,76,.395,9,30,.300,24,32,.750,4,38,42,17,5,7,17,26,-10
UTA,10/24/17,UTA @ LAC,L,240,84,34,79,.430,7,28,.250,9,11,.818,8,33,41,20,7,7,18,23,-18
IND,10/24/17,IND @ MIN,W,240,130,56,84,.667,10,22,.455,8,11,.727,8,34,42,31,8,2,17,21,23
ORL,10/24/17,ORL vs. BKN,W,240,125,41,83,.494,8,23,.348,35,40,.875,6,38,44,20,8,5,11,23,4
CLE,10/24/17,CLE vs. CHI,W,240,119,43,83,.518,16,38,.421,17,22,.773,8,31,39,28,5,3,9,14,7
LAC,10/24/17,LAC vs. UTA,W,240,102,39,83,.470,10,29,.345,14,21,.667,11,33,44,21,12,4,13,16,18
CHI,10/24/17,CHI @ CLE,L,240,112,42,88,.477,17,33,.515,11,13,.846,8,31,39,28,3,3,9,20,-7
BOS,10/24/17,BOS vs. NYK,W,240,110,37,75,.493,14,29,.483,22,27,.815,5,36,41,26,11,7,12,24,21
MIN,10/24/17,MIN vs. IND,L,240,107,42,86,.488,9,24,.375,14,22,.636,9,18,27,27,9,4,14,14,-23
BKN,10/24/17,BKN @ ORL,L,240,121,40,96,.417,11,35,.314,30,34,.882,14,35,49,21,8,4,15,27,-4
NYK,10/24/17,NYK @ BOS,L,240,89,36,85,.424,1,12,.083,16,25,.640,11,32,43,20,8,2,14,17,-21
POR,10/24/17,POR vs. NOP,W,240,103,33,88,.375,10,29,.345,27,33,.818,18,45,63,17,7,7,18,22,10
LAL,10/25/17,LAL vs. WAS,W,265,102,41,92,.446,7,30,.233,13,16,.813,6,47,53,27,9,5,21,26,3
DET,10/25/17,DET vs. MIN,W,240,122,48,92,.522,15,34,.441,11,17,.647,12,35,47,32,7,3,14,22,21
PHI,10/25/17,PHI vs. HOU,L,240,104,43,97,.443,12,36,.333,6,10,.600,12,31,43,29,14,7,14,19,-1
WAS,10/25/17,WAS @ LAL,L,265,99,39,95,.411,6,26,.231,15,23,.652,7,38,45,20,11,5,13,19,-3
CHA,10/25/17,CHA vs. DEN,W,240,110,38,81,.469,13,31,.419,21,26,.808,10,40,50,17,5,5,14,16,17
MIN,10/25/17,MIN @ DET,L,240,101,37,85,.435,9,25,.360,18,21,.857,7,30,37,19,5,4,14,19,-21
SAS,10/25/17,SAS @ MIA,W,240,117,42,76,.553,10,17,.588,23,30,.767,8,36,44,18,6,3,13,20,17
IND,10/25/17,IND @ OKC,L,240,96,28,83,.337,10,29,.345,30,35,.857,14,27,41,13,13,2,19,23,-18
MEM,10/25/17,MEM @ DAL,L,240,94,33,72,.458,12,31,.387,16,24,.667,6,30,36,14,7,2,17,22,-9
UTA,10/25/17,UTA @ PHX,L,240,88,32,77,.416,6,25,.240,18,25,.720,7,37,44,20,8,10,23,19,-9
BKN,10/25/17,BKN vs. CLE,W,240,112,40,93,.430,17,46,.370,15,21,.714,10,28,38,22,11,3,12,22,5
GSW,10/25/17,GSW vs. TOR,W,240,117,43,77,.558,12,26,.462,19,22,.864,6,31,37,32,10,7,17,15,5
HOU,10/25/17,HOU @ PHI,W,240,105,36,75,.480,12,39,.308,21,24,.875,7,33,40,22,11,13,19,13,1
CLE,10/25/17,CLE @ BKN,L,240,107,39,81,.481,12,35,.343,17,26,.654,9,38,47,21,5,7,21,17,-5
OKC,10/25/17,OKC vs. IND,W,240,114,43,89,.483,10,27,.370,18,26,.692,16,33,49,26,8,8,21,27,18
TOR,10/25/17,TOR @ GSW,L,240,112,43,94,.457,8,34,.235,18,19,.947,17,25,42,30,10,6,16,16,-5
DEN,10/25/17,DEN @ CHA,L,240,93,38,100,.380,8,31,.258,9,15,.600,18,33,51,18,6,1,13,23,-17
PHX,10/25/17,PHX vs. UTA,W,240,97,42,96,.438,6,19,.316,7,9,.778,16,39,55,18,8,5,16,25,9
MIA,10/25/17,MIA vs. SAS,L,240,100,37,80,.463,9,26,.346,17,18,.944,4,28,32,19,6,2,9,25,-17
DAL,10/25/17,DAL vs. MEM,W,240,103,36,74,.486,11,26,.423,20,29,.690,4,31,35,20,6,4,11,20,9
MIL,10/26/17,MIL vs. BOS,L,240,89,35,77,.455,11,25,.440,8,14,.571,2,35,37,22,6,3,16,20,-7
LAC,10/26/17,LAC @ POR,W,240,104,36,77,.468,9,28,.321,23,36,.639,14,32,46,11,4,5,11,19,1
DAL,10/26/17,DAL @ MEM,L,240,91,32,94,.340,10,34,.294,17,20,.850,18,35,53,20,10,3,14,22,-5
BOS,10/26/17,BOS @ MIL,W,240,96,33,78,.423,11,30,.367,19,22,.864,6,39,45,21,7,4,15,14,7
SAC,10/26/17,SAC vs. NOP,L,240,106,38,81,.469,7,20,.350,23,25,.920,5,29,34,25,7,5,12,17,-8
NOP,10/26/17,NOP @ SAC,W,240,114,42,86,.488,13,32,.406,17,23,.739,10,37,47,22,5,3,15,24,8
POR,10/26/17,POR vs. LAC,L,240,103,35,89,.393,14,31,.452,19,22,.864,16,28,44,19,5,4,9,26,-1
MEM,10/26/17,MEM vs. DAL,W,240,96,30,73,.411,10,34,.294,26,30,.867,9,37,46,18,7,6,18,23,5
CHI,10/26/17,CHI vs. ATL,W,240,91,31,86,.360,7,32,.219,22,29,.759,18,44,62,20,5,4,13,15,5
ATL,10/26/17,ATL @ CHI,L,240,86,32,81,.395,11,28,.393,11,13,.846,7,33,40,22,10,5,10,23,-5
BKN,10/27/17,BKN @ NYK,L,240,86,30,75,.400,11,30,.367,15,21,.714,5,30,35,18,5,1,16,20,-21
WAS,10/27/17,WAS @ GSW,L,240,117,43,97,.443,15,33,.455,16,22,.727,12,29,41,30,7,6,14,21,-3
NYK,10/27/17,NYK vs. BKN,W,240,107,44,98,.449,9,27,.333,10,17,.588,19,36,55,19,7,6,11,19,21
GSW,10/27/17,GSW vs. WAS,W,240,120,46,95,.484,10,38,.263,18,20,.900,15,38,53,33,7,13,17,20,3
SAS,10/27/17,SAS @ ORL,L,240,87,30,89,.337,4,24,.167,23,27,.852,17,32,49,19,8,8,17,15,-27
TOR,10/27/17,TOR @ LAL,W,240,101,40,93,.430,7,29,.241,14,20,.700,9,31,40,27,12,4,12,24,9
OKC,10/27/17,OKC @ MIN,L,240,116,43,86,.500,8,28,.286,22,25,.880,11,24,35,19,8,9,14,29,-3
MIN,10/27/17,MIN vs. OKC,W,240,119,42,86,.488,8,22,.364,27,35,.771,17,27,44,23,5,7,15,21,3
ATL,10/27/17,ATL vs. DEN,L,240,100,37,89,.416,14,33,.424,12,12,1.000,11,32,43,23,7,4,12,21,-5
ORL,10/27/17,ORL vs. SAS,W,240,114,48,84,.571,11,23,.478,7,14,.500,6,39,45,22,9,7,17,24,27
HOU,10/27/17,HOU @ CHA,W,240,109,38,85,.447,22,57,.386,11,13,.846,7,44,51,21,5,6,15,26,16
DEN,10/27/17,DEN @ ATL,W,240,105,42,91,.462,4,20,.200,17,23,.739,11,35,46,25,8,4,11,12,5
LAL,10/27/17,LAL vs. TOR,L,240,92,36,79,.456,3,23,.130,17,24,.708,9,40,49,20,7,6,21,22,-9
CHA,10/27/17,CHA vs. HOU,L,240,93,33,88,.375,11,29,.379,16,28,.571,11,33,44,16,6,5,9,14,-16
PHI,10/28/17,PHI @ DAL,W,240,112,43,87,.494,16,35,.457,10,14,.714,11,31,42,25,10,1,13,21,2
HOU,10/28/17,HOU @ MEM,L,240,89,29,77,.377,14,38,.368,17,21,.810,8,35,43,18,4,3,17,23,-14
NOP,10/28/17,NOP vs. CLE,W,240,123,49,95,.516,13,33,.394,12,16,.750,10,37,47,33,10,4,11,20,22
CHI,10/28/17,CHI vs. OKC,L,240,69,22,78,.282,10,37,.270,15,20,.750,12,35,47,16,9,5,19,16,-32
MEM,10/28/17,MEM vs. HOU,W,240,103,40,85,.471,14,33,.424,9,12,.750,6,36,42,26,10,6,9,20,14
PHX,10/28/17,PHX @ POR,L,240,107,37,87,.425,9,26,.346,24,30,.800,12,34,46,21,12,7,17,23,-7
UTA,10/28/17,UTA vs. LAL,W,240,96,37,79,.468,13,31,.419,9,13,.692,14,35,49,18,9,5,21,20,15
POR,10/28/17,POR vs. PHX,W,240,114,40,91,.440,11,26,.423,23,28,.821,12,41,53,27,8,7,14,26,7
MIA,10/28/17,MIA vs. BOS,L,240,90,34,79,.430,7,31,.226,15,16,.938,6,34,40,17,6,9,19,23,-6
OKC,10/28/17,OKC @ CHI,W,240,101,39,88,.443,13,34,.382,10,14,.714,11,41,52,28,16,8,11,17,32
BOS,10/28/17,BOS @ MIA,W,240,96,34,81,.420,6,23,.261,22,26,.846,11,30,41,15,11,5,12,14,6
CLE,10/28/17,CLE @ NOP,L,240,101,36,78,.462,12,32,.375,17,23,.739,5,32,37,19,8,2,18,19,-22
LAL,10/28/17,LAL @ UTA,L,240,81,31,81,.383,5,22,.227,14,20,.700,14,25,39,17,12,4,16,20,-15
DAL,10/28/17,DAL vs. PHI,L,240,110,38,74,.514,19,40,.475,15,19,.789,3,30,33,22,7,2,17,15,-2
LAC,10/28/17,LAC vs. DET,L,240,87,28,84,.333,15,38,.395,16,22,.727,15,36,51,19,6,6,18,18,-8
DET,10/28/17,DET @ LAC,W,240,95,36,88,.409,9,28,.321,14,21,.667,12,38,50,16,11,6,12,20,8
ORL,10/29/17,ORL @ CHA,L,240,113,41,97,.423,11,33,.333,20,26,.769,9,30,39,28,11,4,11,20,-7
MIL,10/29/17,MIL @ ATL,W,240,117,44,81,.543,13,26,.500,16,21,.762,5,38,43,30,9,3,14,27,11
SAS,10/29/17,SAS @ IND,L,240,94,36,90,.400,9,28,.321,13,18,.722,12,32,44,19,12,8,15,11,-3
GSW,10/29/17,GSW vs. DET,L,240,107,44,77,.571,10,27,.370,9,12,.750,10,30,40,29,3,11,25,14,-8
WAS,10/29/17,WAS @ SAC,W,240,110,40,85,.471,17,34,.500,13,20,.650,13,36,49,28,9,3,15,18,27
SAC,10/29/17,SAC vs. WAS,L,240,83,32,82,.390,6,22,.273,13,16,.813,11,32,43,13,8,2,17,20,-27
IND,10/29/17,IND vs. SAS,W,240,97,36,77,.468,10,22,.455,15,20,.750,6,38,44,21,9,3,19,20,3
NYK,10/29/17,NYK @ CLE,W,240,114,42,89,.472,13,28,.464,17,21,.810,11,40,51,27,9,6,14,26,19
CLE,10/29/17,CLE vs. NYK,L,240,95,31,81,.383,10,33,.303,23,27,.852,7,34,41,20,5,5,15,23,-19
ATL,10/29/17,ATL vs. MIL,L,240,106,36,77,.468,13,29,.448,21,26,.808,3,28,31,27,9,2,16,21,-11
BKN,10/29/17,BKN vs. DEN,L,240,111,39,96,.406,12,31,.387,21,31,.677,17,39,56,24,5,4,15,18,-13
CHA,10/29/17,CHA vs. ORL,W,240,120,53,97,.546,6,18,.333,8,17,.471,12,47,59,31,6,7,17,24,7
DEN,10/29/17,DEN @ BKN,W,240,124,47,94,.500,11,20,.550,19,22,.864,4,42,46,23,7,7,6,22,13
DET,10/29/17,DET @ GSW,W,240,115,43,93,.462,12,27,.444,17,17,1.000,17,20,37,22,16,0,13,9,8
MEM,10/30/17,MEM vs. CHA,L,240,99,32,93,.344,8,35,.229,27,33,.818,11,37,48,17,7,8,7,22,-5
ORL,10/30/17,ORL @ NOP,W,240,115,43,85,.506,16,34,.471,13,18,.722,6,37,43,27,10,1,16,19,16
HOU,10/30/17,HOU vs. PHI,L,240,107,33,83,.398,13,47,.277,28,38,.737,10,25,35,17,12,3,15,23,-8
NYK,10/30/17,NYK vs. DEN,W,240,116,41,82,.500,13,32,.406,21,23,.913,11,38,49,27,8,10,22,27,6
MIN,10/30/17,MIN @ MIA,W,265,125,41,91,.451,11,23,.478,32,35,.914,10,30,40,20,16,4,16,25,3
DEN,10/30/17,DEN @ NYK,L,240,110,35,85,.412,18,41,.439,22,31,.710,13,23,36,20,13,5,13,22,-6
GSW,10/30/17,GSW @ LAC,W,240,141,52,89,.584,14,29,.483,23,30,.767,14,32,46,37,8,8,12,23,28
SAS,10/30/17,SAS @ BOS,L,240,94,36,87,.414,12,26,.462,10,20,.500,12,28,40,24,8,4,11,14,-14
MIA,10/30/17,MIA vs. MIN,L,265,122,49,93,.527,7,27,.259,17,25,.680,15,35,50,17,8,5,24,28,-3
UTA,10/30/17,UTA vs. DAL,W,240,104,38,81,.469,16,35,.457,12,15,.800,6,29,35,25,16,8,14,17,15
PHI,10/30/17,PHI @ HOU,W,240,115,44,80,.550,10,24,.417,17,24,.708,7,41,48,27,10,4,19,31,8
TOR,10/30/17,TOR @ POR,W,240,99,39,87,.448,8,24,.333,13,17,.765,8,39,47,17,10,9,9,14,14
DAL,10/30/17,DAL @ UTA,L,240,89,34,76,.447,12,24,.500,9,11,.818,9,33,42,17,4,3,24,16,-15
NOP,10/30/17,NOP vs. ORL,L,240,99,39,85,.459,7,28,.250,14,18,.778,9,34,43,30,9,5,19,22,-16
CHA,10/30/17,CHA @ MEM,W,240,104,37,89,.416,7,17,.412,23,29,.793,10,46,56,15,3,7,11,22,5
BOS,10/30/17,BOS vs. SAS,W,240,108,42,88,.477,11,31,.355,13,16,.813,15,39,54,24,10,6,13,22,14
LAC,10/30/17,LAC vs. GSW,L,240,113,39,86,.453,10,25,.400,25,30,.833,9,26,35,21,4,3,12,20,-28
POR,10/30/17,POR vs. TOR,L,240,85,31,80,.388,8,26,.308,15,19,.789,6,32,38,13,5,7,13,15,-14
DET,10/31/17,DET @ LAL,L,240,93,41,94,.436,10,33,.303,1,3,.333,10,34,44,21,7,3,12,11,-20
SAC,10/31/17,SAC @ IND,L,240,83,37,88,.420,2,14,.143,7,14,.500,9,36,45,15,8,5,14,18,-18
PHX,10/31/17,PHX @ BKN,W,240,122,45,96,.469,10,22,.455,22,24,.917,10,56,66,18,5,5,18,26,8
MIL,10/31/17,MIL vs. OKC,L,240,91,32,77,.416,9,31,.290,18,22,.818,4,27,31,24,8,4,14,22,-19
LAL,10/31/17,LAL vs. DET,W,240,113,45,91,.495,12,26,.462,11,14,.786,11,42,53,30,9,5,14,14,20
IND,10/31/17,IND vs. SAC,W,240,101,36,85,.424,12,29,.414,17,22,.773,14,39,53,25,8,7,14,17,18
OKC,10/31/17,OKC @ MIL,W,240,110,40,81,.494,12,28,.429,18,21,.857,9,37,46,24,6,3,15,20,19
BKN,10/31/17,BKN vs. PHX,L,240,114,42,102,.412,9,31,.290,21,30,.700,7,37,44,15,9,4,7,22,-8
WAS,11/1/17,WAS vs. PHX,L,240,116,41,92,.446,10,30,.333,24,30,.800,15,30,45,20,5,4,12,28,-6
SAC,11/1/17,SAC @ BOS,L,240,86,35,81,.432,6,20,.300,10,12,.833,7,19,26,24,10,5,15,18,-27
MIA,11/1/17,MIA vs. CHI,W,240,97,34,83,.410,12,31,.387,17,19,.895,3,45,48,21,8,0,11,19,6
DEN,11/1/17,DEN vs. TOR,W,240,129,47,88,.534,16,32,.500,19,29,.655,9,34,43,35,9,4,12,20,18
HOU,11/1/17,HOU @ NYK,W,240,119,42,88,.477,19,52,.365,16,21,.762,9,37,46,21,6,4,14,20,22
LAC,11/1/17,LAC vs. DAL,W,240,119,41,78,.526,13,28,.464,24,29,.828,7,42,49,27,9,5,16,20,21
MEM,11/1/17,MEM vs. ORL,L,240,99,39,82,.476,10,30,.333,11,16,.688,5,26,31,21,12,3,13,16,-2
CHA,11/1/17,CHA vs. MIL,W,240,126,45,84,.536,14,25,.560,22,29,.759,7,34,41,21,5,3,11,18,5
POR,11/1/17,POR @ UTA,L,265,103,37,93,.398,9,34,.265,20,27,.741,11,42,53,17,8,8,17,25,-9
PHX,11/1/17,PHX @ WAS,W,240,122,41,83,.494,9,24,.375,31,38,.816,11,34,45,23,5,5,9,24,6
PHI,11/1/17,PHI vs. ATL,W,240,119,46,99,.465,13,35,.371,14,25,.560,15,38,53,36,10,4,16,26,10
ATL,11/1/17,ATL @ PHI,L,240,109,41,94,.436,8,23,.348,19,27,.704,12,37,49,22,11,4,18,28,-10
CHI,11/1/17,CHI @ MIA,L,240,91,36,89,.404,7,28,.250,12,19,.632,7,47,54,20,7,6,12,19,-6
MIL,11/1/17,MIL @ CHA,L,240,121,45,91,.495,19,36,.528,12,15,.800,9,31,40,29,3,3,14,25,-5
UTA,11/1/17,UTA vs. POR,W,265,112,34,90,.378,13,29,.448,31,36,.861,10,45,55,16,9,8,14,21,9
ORL,11/1/17,ORL @ MEM,W,240,101,38,75,.507,13,29,.448,12,14,.857,6,32,38,25,6,8,24,22,2
TOR,11/1/17,TOR @ DEN,L,240,111,42,85,.494,11,31,.355,16,25,.640,9,29,38,20,7,4,13,25,-18
CLE,11/1/17,CLE vs. IND,L,240,107,43,86,.500,7,31,.226,14,20,.700,8,33,41,25,6,3,16,19,-17
NOP,11/1/17,NOP vs. MIN,L,240,98,36,84,.429,8,31,.258,18,21,.857,9,29,38,27,13,4,19,24,-6
MIN,11/1/17,MIN @ NOP,W,240,104,41,83,.494,6,22,.273,16,24,.667,11,36,47,20,13,3,21,21,6
IND,11/1/17,IND @ CLE,W,240,124,49,90,.544,16,26,.615,10,13,.769,8,35,43,35,9,1,11,23,17
DAL,11/1/17,DAL @ LAC,L,240,98,35,89,.393,12,36,.333,16,20,.800,9,29,38,20,8,5,14,22,-21
BOS,11/1/17,BOS vs. SAC,W,240,113,40,82,.488,17,41,.415,16,19,.842,16,36,52,30,10,3,16,19,27
NYK,11/1/17,NYK vs. HOU,L,240,97,39,90,.433,8,26,.308,11,13,.846,6,36,42,23,8,1,19,18,-22
LAL,11/2/17,LAL @ POR,L,240,110,43,79,.544,4,18,.222,20,27,.741,2,30,32,16,8,8,11,20,-3
POR,11/2/17,POR vs. LAL,W,240,113,40,86,.465,9,22,.409,24,27,.889,10,31,41,22,7,4,12,21,3
SAS,11/2/17,SAS vs. GSW,L,240,92,34,87,.391,7,24,.292,17,23,.739,14,32,46,19,6,8,16,10,-20
GSW,11/2/17,GSW @ SAS,W,240,112,43,83,.518,14,28,.500,12,16,.750,5,36,41,30,11,12,14,20,20
DEN,11/3/17,DEN vs. MIA,W,240,95,36,80,.450,9,23,.391,14,25,.560,13,28,41,17,9,6,17,16,1
DAL,11/3/17,DAL vs. NOP,L,240,94,34,88,.386,9,34,.265,17,22,.773,9,38,47,19,4,7,15,24,-5
PHI,11/3/17,PHI vs. IND,W,240,121,46,92,.500,18,36,.500,11,14,.786,12,38,50,34,7,9,18,20,11
CHA,11/3/17,CHA @ SAS,L,240,101,33,80,.413,8,24,.333,27,42,.643,11,35,46,16,11,1,12,20,-7
MIA,11/3/17,MIA @ DEN,L,240,94,36,77,.468,15,37,.405,7,11,.636,8,33,41,23,9,6,23,24,-1
CLE,11/3/17,CLE @ WAS,W,240,130,46,82,.561,12,27,.444,26,28,.929,8,26,34,20,11,4,14,27,8
OKC,11/3/17,OKC vs. BOS,L,240,94,35,87,.402,13,35,.371,11,14,.786,11,37,48,20,4,7,12,18,-7
TOR,11/3/17,TOR @ UTA,W,240,109,38,71,.535,11,30,.367,22,28,.786,5,34,39,20,9,4,16,27,9
PHX,11/3/17,PHX @ NYK,L,240,107,34,97,.351,9,32,.281,30,37,.811,20,27,47,17,7,3,10,25,-13
MIL,11/3/17,MIL @ DET,L,240,96,39,83,.470,10,25,.400,8,9,.889,7,29,36,27,6,6,13,24,-9
BOS,11/3/17,BOS @ OKC,W,240,101,36,84,.429,13,28,.464,16,24,.667,11,38,49,23,6,2,10,14,7
NOP,11/3/17,NOP @ DAL,W,240,99,36,89,.404,7,29,.241,20,26,.769,9,44,53,23,9,4,12,22,5
HOU,11/3/17,HOU @ ATL,W,240,119,42,89,.472,16,47,.340,19,23,.826,9,35,44,28,14,4,12,16,15
LAL,11/3/17,LAL vs. BKN,W,240,124,48,94,.511,9,21,.429,19,27,.704,7,50,57,26,10,7,16,29,12
CHI,11/3/17,CHI @ ORL,W,240,105,40,85,.471,14,29,.483,11,12,.917,9,39,48,23,6,2,14,13,22
WAS,11/3/17,WAS vs. CLE,L,240,122,45,84,.536,11,28,.393,21,31,.677,9,28,37,25,5,2,16,24,-8
SAS,11/3/17,SAS vs. CHA,W,240,108,39,83,.470,9,27,.333,21,26,.808,7,38,45,31,7,6,15,26,7
BKN,11/3/17,BKN @ LAL,L,240,112,37,91,.407,9,38,.237,29,38,.763,8,35,43,23,8,5,16,22,-12
IND,11/3/17,IND @ PHI,L,240,110,45,97,.464,8,28,.286,12,19,.632,8,32,40,25,6,6,11,18,-11
ATL,11/3/17,ATL vs. HOU,L,240,104,39,81,.481,11,33,.333,15,18,.833,5,36,41,16,8,8,18,16,-15
NYK,11/3/17,NYK vs. PHX,W,240,120,45,87,.517,8,26,.308,22,25,.880,9,40,49,24,5,7,12,24,13
UTA,11/3/17,UTA vs. TOR,L,240,100,35,80,.438,8,23,.348,22,24,.917,10,23,33,11,9,5,13,25,-9
ORL,11/3/17,ORL vs. CHI,L,240,83,35,86,.407,10,35,.286,3,5,.600,7,31,38,23,6,2,16,11,-22
DET,11/3/17,DET vs. MIL,W,240,105,37,78,.474,8,26,.308,23,28,.821,7,32,39,21,10,4,12,11,9
LAC,11/4/17,LAC vs. MEM,L,240,104,38,83,.458,4,26,.154,24,31,.774,15,28,43,18,7,7,13,22,-9
CHI,11/4/17,CHI vs. NOP,L,265,90,35,99,.354,11,42,.262,9,12,.750,16,42,58,23,10,5,17,19,-6
SAC,11/4/17,SAC @ DET,L,240,99,40,76,.526,10,21,.476,9,13,.692,3,29,32,24,6,1,17,23,-9
NOP,11/4/17,NOP @ CHI,W,265,96,35,87,.402,9,31,.290,17,22,.773,5,47,52,23,9,4,13,9,6
DAL,11/4/17,DAL @ MIN,L,240,99,40,87,.460,10,27,.370,9,12,.750,7,24,31,18,7,2,15,19,-13
MIN,11/4/17,MIN vs. DAL,W,240,112,43,79,.544,10,24,.417,16,20,.800,10,38,48,33,7,9,18,20,13
GSW,11/4/17,GSW @ DEN,W,240,127,50,91,.549,18,40,.450,9,17,.529,7,34,41,38,13,4,13,23,19
DET,11/4/17,DET vs. SAC,W,240,108,40,79,.506,13,24,.542,15,22,.682,8,27,35,28,10,3,14,19,9
MEM,11/4/17,MEM @ LAC,W,240,113,40,84,.476,13,31,.419,20,24,.833,9,30,39,21,8,7,11,28,9
DEN,11/4/17,DEN vs. GSW,L,240,108,40,87,.460,6,24,.250,22,27,.815,9,37,46,26,9,6,17,18,-19
PHX,11/5/17,PHX @ SAS,L,240,95,37,81,.457,8,23,.348,13,22,.591,11,34,45,23,5,4,18,16,-17
CLE,11/5/17,CLE vs. ATL,L,240,115,42,96,.438,10,36,.278,21,23,.913,15,32,47,27,6,6,13,29,-2
SAS,11/5/17,SAS vs. PHX,W,240,112,44,88,.500,11,22,.500,13,18,.722,8,35,43,21,9,4,9,19,17
NYK,11/5/17,NYK vs. IND,W,240,108,44,88,.500,6,23,.261,14,19,.737,12,34,46,24,8,7,12,21,7
IND,11/5/17,IND @ NYK,L,240,101,37,79,.468,12,25,.480,15,17,.882,4,30,34,24,6,2,12,17,-7
HOU,11/5/17,HOU vs. UTA,W,240,137,48,81,.593,23,39,.590,18,21,.857,5,37,42,26,9,7,20,24,27
